aggregate_id,aggregation_number,delta_t,sd,n_samples
1759,7,900.0,187.9862030508591,19
1759,7,1200.0,244.67565932605748,18
1759,7,1500.0,308.6343206698185,17
1759,7,1800.0,366.7162920045032,16
1759,7,2100.0,440.1358180818536,15
1759,7,2400.0,479.01435791979253,14
1760,26,300.0,12.61882569818654,18
1760,26,600.0,18.091419257299897,17
1760,26,900.0,23.538986501519275,16
1760,26,1200.0,25.817435263127894,15
1760,26,1500.0,23.196464023009405,14
1760,26,1800.0,27.940450243136322,13
1760,26,2100.0,34.81428572570184,12
1760,26,2400.0,30.906684995841715,11
1761,72,300.0,11.298286890500528,9
1761,72,600.0,18.588874931453343,8
1761,72,900.0,26.630978202444926,7
1761,72,1200.0,37.17240533331402,6
1761,72,1500.0,44.486715391705545,5
1761,72,1800.0,52.15404997585084,4
1761,72,2100.0,59.78451794881793,3
1761,72,2400.0,69.66940620273975,2
1773,72,300.0,13.233440747894866,3
1773,72,600.0,37.843211376564796,2
1773,72,900.0,40.655667844197936,1
1774,26,300.0,6.666902454172888,1
1779,26,300.0,28.969378118735182,9
1779,26,600.0,44.39383202583087,8
1779,26,900.0,56.60401777651242,7
1779,26,1200.0,94.82783269840837,6
1779,26,1500.0,106.91334302495576,5
1779,26,1800.0,146.17173940081156,4
1779,26,2100.0,164.82251214292043,3
1779,26,2400.0,188.22348289395353,2
1782,16,300.0,21.639547795503727,28
1782,16,600.0,40.61274524356656,27
1782,16,900.0,59.62263908123215,26
1782,16,1200.0,78.44677664308361,25
1782,16,1500.0,96.68051431720967,24
1782,16,1800.0,110.23059739572729,23
1782,16,2100.0,123.1810135502778,22
1782,16,2400.0,143.57772636438557,21
1785,12,300.0,29.026257906117337,53
1785,12,600.0,60.48809805700234,52
1785,12,900.0,96.62524558514536,51
1785,12,1200.0,129.52154751614472,50
1785,12,1500.0,161.33642199766865,49
1785,12,1800.0,191.71080074946425,48
1785,12,2100.0,225.82443193205026,47
1785,12,2400.0,260.5062701512094,46
1786,72,300.0,7.691634417148651,15
1786,72,600.0,17.331495600753218,14
1786,72,900.0,26.588430299058754,13
1786,72,1200.0,34.34904460801602,12
1786,72,1500.0,39.0113339658141,11
1786,72,1800.0,40.50748194484818,10
1786,72,2100.0,43.97093387116766,9
1786,72,2400.0,52.21468377411363,8
1791,72,300.0,8.79831802324233,2
1791,72,600.0,10.916969378239823,1
1794,72,300.0,10.322978111617756,7
1794,72,600.0,16.6705980715183,6
1794,72,900.0,15.387415094156879,5
1794,72,1200.0,20.642921276907956,4
1794,72,1500.0,34.621194780126764,3
1794,72,1800.0,47.42157859210014,2
1794,72,2100.0,42.79573250874197,1
1797,7,300.0,39.94375821972847,41
1797,7,600.0,95.12305315251095,40
1797,7,900.0,148.1879545490594,39
1797,7,1200.0,193.33687087323588,38
1797,7,1500.0,237.86527041173758,37
1797,7,1800.0,263.58486833509073,36
1797,7,2100.0,285.96557204484344,35
1797,7,2400.0,318.7188969581753,34
1800,12,300.0,27.732583840280135,23
1800,12,600.0,62.767795676386825,22
1800,12,900.0,88.33440783979952,21
1800,12,1200.0,110.72731204568872,20
1800,12,1500.0,118.10285508999029,19
1800,12,1800.0,118.72608327369068,18
1800,12,2100.0,125.04586277691111,17
1800,12,2400.0,132.88991610540307,16
1803,10,300.0,30.680584598944392,88
1803,10,600.0,59.30619932271705,87
1803,10,900.0,86.52686201446252,86
1803,10,1200.0,111.23433754072086,85
1803,10,1500.0,133.70396938118716,84
1803,10,1800.0,161.17975889181898,83
1803,10,2100.0,189.6897134983798,82
1803,10,2400.0,223.95997418613604,81
1806,26,300.0,20.260151397164858,37
1806,26,600.0,39.81668927619569,36
1806,26,900.0,58.65465390862128,35
1806,26,1200.0,78.85920335507478,34
1806,26,1500.0,96.68107612439562,33
1806,26,1800.0,120.72523753342166,32
1806,26,2100.0,148.1723787103639,31
1806,26,2400.0,167.1528809726238,30
1809,12,300.0,29.02860584428238,11
1809,12,600.0,74.54861683995759,10
1809,12,900.0,123.74983141523587,9
1809,12,1200.0,140.80434804032035,8
1809,12,1500.0,153.57506482094018,7
1809,12,1800.0,139.58219865837455,6
1809,12,2100.0,132.65391737690462,5
1809,12,2400.0,161.5576393162483,4
1810,26,300.0,8.147101506030053,3
1810,26,600.0,22.956203525905472,2
1810,26,900.0,26.749268032872372,1
1815,7,300.0,36.35233061147564,69
1815,7,600.0,83.03053103924847,68
1815,7,900.0,136.05714595499612,67
1815,7,1200.0,189.57510428374349,66
1815,7,1500.0,246.85392766449033,65
1815,7,1800.0,306.51823251047085,64
1815,7,2100.0,370.10773301129456,63
1815,7,2400.0,433.61660346014384,62
1816,16,300.0,20.209454691228892,40
1816,16,600.0,40.516142727899535,39
1816,16,900.0,60.75205470229572,38
1816,16,1200.0,85.31392868429432,37
1816,16,1500.0,109.42555509888274,36
1816,16,1800.0,141.5816270625857,35
1816,16,2100.0,170.61612522140467,34
1816,16,2400.0,194.59785708598133,33
1817,30,300.0,18.735619791967228,64
1817,30,600.0,36.03967960657534,63
1817,30,900.0,54.29921200874405,62
1817,30,1200.0,75.19249972716842,61
1817,30,1500.0,93.5010126814361,60
1817,30,1800.0,110.15712857601298,59
1817,30,2100.0,127.12024240042493,58
1817,30,2400.0,146.08398258697088,57
1820,7,300.0,35.77496339636654,22
1820,7,600.0,69.30767911315895,21
1820,7,900.0,95.79582493353874,20
1820,7,1200.0,129.7849913452448,19
1820,7,1500.0,162.43576592044283,18
1820,7,1800.0,185.51844185003281,17
1820,7,2100.0,219.19686894628194,16
1820,7,2400.0,251.70017654503823,15
1821,23,300.0,23.638230942898616,4
1821,23,600.0,37.68362716712086,3
1821,23,900.0,37.83179013048523,2
1821,23,1200.0,74.9944805031641,1
1822,26,300.0,23.84691659844492,6
1822,26,600.0,44.36075041796342,5
1822,26,900.0,45.729757439475435,4
1822,26,1200.0,41.14445228460091,3
1822,26,1500.0,20.95083026103115,2
1822,26,1800.0,1.4085884581036021,1
1830,72,300.0,8.33443180079853,33
1830,72,600.0,18.865250622973406,32
1830,72,900.0,28.912038875427964,31
1830,72,1200.0,36.3688180958778,30
1830,72,1500.0,43.12401303147478,29
1830,72,1800.0,49.243475054088286,28
1830,72,2100.0,58.23399056300883,27
1830,72,2400.0,68.13874113155313,26
1833,23,300.0,31.595939044208748,9
1833,23,600.0,72.61680154752642,8
1833,23,900.0,135.38708477068718,7
1833,23,1200.0,204.79850354452856,6
1833,23,1500.0,288.2989976537161,5
1833,23,1800.0,394.1165450362937,4
1833,23,2100.0,518.5522662152182,3
1833,23,2400.0,654.6949343089907,2
1834,10,300.0,30.348034578587512,26
1834,10,600.0,55.74543376574768,25
1834,10,900.0,80.12626675566544,24
1834,10,1200.0,100.827073069799,23
1834,10,1500.0,99.7128036294289,22
1834,10,1800.0,109.71569249617494,21
1834,10,2100.0,129.89189504907478,20
1834,10,2400.0,161.42858286230805,19
1839,7,300.0,41.55390283983955,28
1839,7,600.0,91.12776776215995,27
1839,7,900.0,137.30929063638698,26
1839,7,1200.0,171.1906245083788,25
1839,7,1500.0,195.0746019825614,24
1839,7,1800.0,203.83114427954357,23
1839,7,2100.0,216.35425548383247,22
1839,7,2400.0,225.54391689683317,21
1842,12,300.0,30.427606671367474,50
1842,12,600.0,53.19675783438398,49
1842,12,900.0,71.95783541327836,48
1842,12,1200.0,102.07602260488552,47
1842,12,1500.0,130.5789416203156,46
1842,12,1800.0,159.5123700736513,45
1842,12,2100.0,181.05963704090226,44
1842,12,2400.0,197.9291476259403,43
1843,7,300.0,46.8963976400414,14
1843,7,600.0,96.57329688758115,13
1843,7,900.0,146.30654929730093,12
1843,7,1200.0,189.99895497497846,11
1843,7,1500.0,253.75622384123034,10
1843,7,1800.0,303.68807131005,9
1843,7,2100.0,374.47237244168866,8
1843,7,2400.0,425.29761294729525,7
1848,12,300.0,22.7641330071391,2
1848,12,600.0,80.10723471765556,1
1851,26,300.0,18.288406772656224,55
1851,26,600.0,34.41763262931862,54
1851,26,900.0,49.95539930073651,53
1851,26,1200.0,65.95428559036455,52
1851,26,1500.0,79.49293348950725,51
1851,26,1800.0,95.4771583604007,50
1851,26,2100.0,108.85184713598282,49
1851,26,2400.0,117.60087260736971,48
1854,12,300.0,23.217157037606196,23
1854,12,600.0,42.60980390797366,22
1854,12,900.0,58.372533397071884,21
1854,12,1200.0,77.86335588310143,20
1854,12,1500.0,86.03530428565851,19
1854,12,1800.0,91.01612338356011,18
1854,12,2100.0,92.10460340210112,17
1854,12,2400.0,86.9057797547885,16
1857,30,300.0,16.77749127603468,84
1857,30,600.0,35.4663449171184,83
1857,30,900.0,53.610535128717636,82
1857,30,1200.0,74.45812978418184,81
1857,30,1500.0,96.57357650649936,80
1857,30,1800.0,117.846209444031,79
1857,30,2100.0,137.788861669167,78
1857,30,2400.0,158.11471827507256,77
1860,23,300.0,19.439202842866095,83
1860,23,600.0,41.19714722105183,82
1860,23,900.0,65.75837701044473,81
1860,23,1200.0,88.98960425085332,80
1860,23,1500.0,110.18277261157999,79
1860,23,1800.0,130.40390391215806,78
1860,23,2100.0,150.36858384756835,77
1860,23,2400.0,169.3628947687106,76
1863,10,300.0,29.776363255250484,85
1863,10,600.0,48.34404482017375,84
1863,10,900.0,72.08248037657695,83
1863,10,1200.0,92.79439319506257,82
1863,10,1500.0,120.55070288269727,81
1863,10,1800.0,149.63608477767676,80
1863,10,2100.0,183.82802945428213,79
1863,10,2400.0,216.12957422323416,78
1866,30,300.0,15.92996898489499,15
1866,30,600.0,29.877058486221284,14
1866,30,900.0,46.16372584239703,13
1866,30,1200.0,61.32588335761099,12
1866,30,1500.0,81.85089824351716,11
1866,30,1800.0,115.80889986021275,10
1866,30,2100.0,140.23862039892936,9
1866,30,2400.0,152.7889929624772,8
1872,26,300.0,19.777340008025668,56
1872,26,600.0,37.84829269004143,55
1872,26,900.0,58.99035738105085,54
1872,26,1200.0,79.44191075868467,53
1872,26,1500.0,98.4493930937522,52
1872,26,1800.0,119.82371615116517,51
1872,26,2100.0,135.02559889429938,50
1872,26,2400.0,150.5065273763654,49
1875,72,300.0,11.904345208851911,115
1875,72,600.0,24.104209098622395,114
1875,72,900.0,37.56618326237568,113
1875,72,1200.0,52.63800761350427,112
1875,72,1500.0,65.03310092239603,111
1875,72,1800.0,77.47991406964233,110
1875,72,2100.0,88.56140283531778,109
1875,72,2400.0,99.37045405142028,108
1876,26,300.0,32.08784128407134,3
1876,26,600.0,29.530462108103492,2
1876,26,900.0,26.435989012683578,1
1881,12,300.0,31.59866058483432,48
1881,12,600.0,62.54474894310432,47
1881,12,900.0,97.08042741225736,46
1881,12,1200.0,129.8525273061022,45
1881,12,1500.0,168.81037631457914,44
1881,12,1800.0,199.58147101613855,43
1881,12,2100.0,232.75875024034983,42
1881,12,2400.0,264.21772292797925,41
1884,23,300.0,22.590148799901552,29
1884,23,600.0,52.35606027031714,28
1884,23,900.0,90.06772241289126,27
1884,23,1200.0,125.46531763411446,26
1884,23,1500.0,162.0730433573101,25
1884,23,1800.0,198.36348922500073,24
1884,23,2100.0,245.68088398218586,23
1884,23,2400.0,303.42836354627696,22
1887,72,300.0,11.380936442965464,7
1887,72,600.0,26.3553043390539,6
1887,72,900.0,33.723354928890075,5
1887,72,1200.0,32.41377477285273,4
1887,72,1500.0,19.2025554248072,3
1887,72,1800.0,16.099436121931642,2
1887,72,2100.0,27.099019459335253,1
1888,26,300.0,21.17217420928782,6
1888,26,600.0,30.805189475566948,5
1888,26,900.0,35.1041282501562,4
1888,26,1200.0,43.473122834746086,3
1888,26,1500.0,48.014666952685445,2
1888,26,1800.0,19.73505969516055,1
1893,23,300.0,10.505051678035894,4
1893,23,600.0,18.331245285150555,3
1893,23,900.0,27.409391547402144,2
1893,23,1200.0,26.211492917360367,1
1894,7,300.0,40.55246277282635,86
1894,7,600.0,82.9406699576243,85
1894,7,900.0,130.2925718961181,84
1894,7,1200.0,183.1699562244864,83
1894,7,1500.0,232.42763195328476,82
1894,7,1800.0,287.540651488235,81
1894,7,2100.0,343.404372981031,80
1894,7,2400.0,399.3734921596778,79
1899,12,300.0,29.347617285756296,14
1899,12,600.0,74.91007770720128,13
1899,12,900.0,111.47046941470228,12
1899,12,1200.0,149.35456601362606,11
1899,12,1500.0,174.2192602525964,10
1899,12,1800.0,181.4238479777438,9
1899,12,2100.0,201.71469585916338,8
1899,12,2400.0,216.94580334917194,7
1902,30,300.0,19.10795605174287,45
1902,30,600.0,36.41347869747802,44
1902,30,900.0,56.07271408215959,43
1902,30,1200.0,80.58568343454324,42
1902,30,1500.0,101.71791162525325,41
1902,30,1800.0,121.23862955915806,40
1902,30,2100.0,138.67985221068878,39
1902,30,2400.0,147.10674023165475,38
1905,30,300.0,22.50933213629988,4
1905,30,600.0,55.4930016432745,3
1905,30,900.0,63.178306191046204,2
1905,30,1200.0,74.46865662423228,1
1906,10,300.0,32.605092046160166,56
1906,10,600.0,72.42659965895028,55
1906,10,900.0,102.63923145092377,54
1906,10,1200.0,128.04125633024157,53
1906,10,1500.0,149.92021718573298,52
1906,10,1800.0,170.16694407116555,51
1906,10,2100.0,191.1665354985809,50
1906,10,2400.0,229.98301562595373,49
1911,12,300.0,25.62215800890804,26
1911,12,600.0,58.816837661843046,25
1911,12,900.0,92.51857163463374,24
1911,12,1200.0,119.44365097044667,23
1911,12,1500.0,148.91949809029217,22
1911,12,1800.0,184.9275165082221,21
1911,12,2100.0,227.1031081420478,20
1911,12,2400.0,271.8314947988589,19
1912,10,300.0,21.60460240531973,10
1912,10,600.0,47.33360464013228,9
1912,10,900.0,63.185020093977144,8
1912,10,1200.0,97.65521677824334,7
1912,10,1500.0,146.9427881316361,6
1912,10,1800.0,178.98453490703724,5
1912,10,2100.0,179.96470587520503,4
1912,10,2400.0,207.45799649416847,3
1917,10,300.0,18.37251376629224,2
1917,10,600.0,65.67423129770094,1
1920,30,300.0,21.137968421794575,19
1920,30,600.0,34.15517135259072,18
1920,30,900.0,47.44846026828467,17
1920,30,1200.0,69.8720785370049,16
1920,30,1500.0,99.05489625153515,15
1920,30,1800.0,122.26317125309814,14
1920,30,2100.0,130.45421565367718,13
1920,30,2400.0,163.49540555395728,12
1921,12,300.0,31.868286877186478,8
1921,12,600.0,46.9679299069068,7
1921,12,900.0,75.26227565742045,6
1921,12,1200.0,131.77408920511945,5
1921,12,1500.0,175.33395322191677,4
1921,12,1800.0,209.1339331250505,3
1921,12,2100.0,347.4549636662866,2
1921,12,2400.0,423.7660575340624,1
1926,72,300.0,10.681615726490902,50
1926,72,600.0,21.222315228229718,49
1926,72,900.0,32.06198906032817,48
1926,72,1200.0,42.07573342623716,47
1926,72,1500.0,53.41801812403553,46
1926,72,1800.0,66.36013202387683,45
1926,72,2100.0,83.37366701694637,44
1926,72,2400.0,102.17324168723708,43
1932,10,300.0,28.529345624849736,15
1932,10,600.0,54.13558582309535,14
1932,10,900.0,81.67010155339902,13
1932,10,1200.0,105.6116203391436,12
1932,10,1500.0,120.67736939401351,11
1932,10,1800.0,154.56427432568324,10
1932,10,2100.0,183.8682547048116,9
1932,10,2400.0,198.8955278087567,8
1935,30,300.0,12.392698967108442,15
1935,30,600.0,26.7431616002382,14
1935,30,900.0,32.67724567307957,13
1935,30,1200.0,41.26365712202718,12
1935,30,1500.0,51.595278773822514,11
1935,30,1800.0,57.958984229150374,10
1935,30,2100.0,66.7428565625222,9
1935,30,2400.0,67.7401042167729,8
1936,12,300.0,30.273823043503253,15
1936,12,600.0,53.95258657664546,14
1936,12,900.0,83.32730772072321,13
1936,12,1200.0,97.43807300632761,12
1936,12,1500.0,89.54070448546338,11
1936,12,1800.0,82.6444043252416,10
1936,12,2100.0,76.39455215676885,9
1936,12,2400.0,82.99516563123419,8
1941,72,300.0,13.904540095880254,15
1941,72,600.0,22.126130272894528,14
1941,72,900.0,33.357497599641775,13
1941,72,1200.0,45.353043380979706,12
1941,72,1500.0,50.010813872470635,11
1941,72,1800.0,51.865520725435445,10
1941,72,2100.0,58.28170347578516,9
1941,72,2400.0,61.53549829929756,8
1944,10,300.0,25.28611669185966,11
1944,10,600.0,35.31037741054811,10
1944,10,900.0,45.98342798218598,9
1944,10,1200.0,47.59090491612672,8
1944,10,1500.0,71.5051233251435,7
1944,10,1800.0,65.19590304369423,6
1944,10,2100.0,65.0311782222171,5
1944,10,2400.0,67.2013582896897,4
1950,26,300.0,17.55118852456154,81
1950,26,600.0,37.3805607697129,80
1950,26,900.0,58.88458814254442,79
1950,26,1200.0,81.01651136199409,78
1950,26,1500.0,101.68018861426444,77
1950,26,1800.0,125.46652448328744,76
1950,26,2100.0,150.13197979792568,75
1950,26,2400.0,171.8915722145198,74
1953,7,300.0,31.736727841211703,78
1953,7,600.0,65.22206939823981,77
1953,7,900.0,98.99399167082869,76
1953,7,1200.0,133.7935198701202,75
1953,7,1500.0,173.74676141530009,74
1953,7,1800.0,214.2941086202261,73
1953,7,2100.0,247.87697174990296,72
1953,7,2400.0,288.9009623783659,71
1954,12,300.0,34.41583384752861,18
1954,12,600.0,82.02392425322434,17
1954,12,900.0,130.6521552583015,16
1954,12,1200.0,196.90611326600822,15
1954,12,1500.0,275.6707841419273,14
1954,12,1800.0,347.9319554828858,13
1954,12,2100.0,400.16520174128453,12
1954,12,2400.0,462.8225952846615,11
1959,30,300.0,15.122759520879187,23
1959,30,600.0,29.54958929019973,22
1959,30,900.0,44.70030420354557,21
1959,30,1200.0,56.118450929699364,20
1959,30,1500.0,65.23272079837449,19
1959,30,1800.0,71.02700948411585,18
1959,30,2100.0,76.37586958310402,17
1959,30,2400.0,88.58735838750036,16
1962,10,300.0,29.4970839915544,16
1962,10,600.0,65.0889609003288,15
1962,10,900.0,84.67021864958083,14
1962,10,1200.0,71.81469976024788,13
1962,10,1500.0,78.70352602424133,12
1962,10,1800.0,109.15475803916284,11
1962,10,2100.0,142.00748170788137,10
1962,10,2400.0,148.879773812846,9
1965,7,300.0,30.594768910020804,19
1965,7,600.0,78.88711701942742,18
1965,7,900.0,136.34823688489837,17
1965,7,1200.0,200.04641120402928,16
1965,7,1500.0,255.626672137073,15
1965,7,1800.0,327.066939017359,14
1965,7,2100.0,394.33011242331384,13
1965,7,2400.0,469.54045831412344,12
1968,26,300.0,20.26790672754171,30
1968,26,600.0,42.53081732863731,29
1968,26,900.0,63.416082900285566,28
1968,26,1200.0,87.70110638223822,27
1968,26,1500.0,110.75381428548593,26
1968,26,1800.0,135.17119389560222,25
1968,26,2100.0,157.70557862124957,24
1968,26,2400.0,187.48598167910077,23
1971,26,300.0,30.43449513277961,4
1971,26,600.0,52.31310154106899,3
1971,26,900.0,111.8999394957664,2
1971,26,1200.0,134.48796521660873,1
1974,23,300.0,21.283049342099147,127
1974,23,600.0,43.5800640294428,126
1974,23,900.0,68.55429422438328,125
1974,23,1200.0,90.05144158212825,124
1974,23,1500.0,114.49362044637678,123
1974,23,1800.0,135.9000734717055,122
1974,23,2100.0,159.50557802002265,121
1974,23,2400.0,182.13443175087352,120
1977,7,300.0,39.153146793030245,37
1977,7,600.0,71.87246995292482,36
1977,7,900.0,99.68600806841631,35
1977,7,1200.0,133.65465134388072,34
1977,7,1500.0,161.4512702080201,33
1977,7,1800.0,206.8121622388444,32
1977,7,2100.0,245.26262948437096,31
1977,7,2400.0,276.2577900516049,30
1980,23,300.0,20.950072654537227,13
1980,23,600.0,42.48667625226658,12
1980,23,900.0,56.94710775534838,11
1980,23,1200.0,60.027126700488694,10
1980,23,1500.0,59.190699291575925,9
1980,23,1800.0,52.49609326920587,8
1980,23,2100.0,38.16616051699113,7
1980,23,2400.0,23.94913270966316,6
1983,72,300.0,12.541403313170752,84
1983,72,600.0,25.97321954128914,83
1983,72,900.0,38.46101106135815,82
1983,72,1200.0,49.73903035566486,81
1983,72,1500.0,60.05985561061641,80
1983,72,1800.0,75.39348436249556,79
1983,72,2100.0,88.5838652926167,78
1983,72,2400.0,102.98628785583631,77
1984,30,300.0,14.235500413189234,65
1984,30,600.0,29.268374705965304,64
1984,30,900.0,47.59960784691097,63
1984,30,1200.0,64.09479686506712,62
1984,30,1500.0,84.96103845231687,61
1984,30,1800.0,98.62493431117352,60
1984,30,2100.0,112.98805884998549,59
1984,30,2400.0,127.45445464670092,58
1989,10,300.0,28.721018483140462,64
1989,10,600.0,59.03916356861189,63
1989,10,900.0,86.54714643052529,62
1989,10,1200.0,112.51682268078225,61
1989,10,1500.0,132.07132508095077,60
1989,10,1800.0,149.4818418928919,59
1989,10,2100.0,168.80623711189574,58
1989,10,2400.0,182.39129334834558,57
1992,23,300.0,20.022635616497652,21
1992,23,600.0,32.442995175913076,20
1992,23,900.0,44.93586727830591,19
1992,23,1200.0,67.66183492206888,18
1992,23,1500.0,91.27290596183867,17
1992,23,1800.0,109.59355390443147,16
1992,23,2100.0,121.33868328831748,15
1992,23,2400.0,135.20199410309252,14
1993,7,300.0,23.887988737481287,25
1993,7,600.0,45.480641455450076,24
1993,7,900.0,60.63853779726305,23
1993,7,1200.0,85.8887091033932,22
1993,7,1500.0,113.98924758547916,21
1993,7,1800.0,144.03396388803026,20
1993,7,2100.0,165.94271513557405,19
1993,7,2400.0,179.91004251120836,18
2002,10,300.0,27.26939862061464,24
2002,10,600.0,53.527577951954626,23
2002,10,900.0,88.65320146840511,22
2002,10,1200.0,130.33777536175427,21
2002,10,1500.0,167.62171616849164,20
2002,10,1800.0,214.23905901567704,19
2002,10,2100.0,268.58218589802493,18
2002,10,2400.0,344.169824179244,17
2006,26,300.0,22.116248979391138,72
2006,26,600.0,44.064818424266676,71
2006,26,900.0,67.44775242074395,70
2006,26,1200.0,93.5428884564452,69
2006,26,1500.0,117.07713327495924,68
2006,26,1800.0,147.04932085033053,67
2006,26,2100.0,171.1520258028003,66
2006,26,2400.0,192.96788697230988,65
2007,30,300.0,13.982238027334045,37
2007,30,600.0,30.306282169124422,36
2007,30,900.0,46.00557495879372,35
2007,30,1200.0,61.831567657413025,34
2007,30,1500.0,78.58444146614387,33
2007,30,1800.0,91.58806913151203,32
2007,30,2100.0,100.85505701378398,31
2007,30,2400.0,107.38370975915245,30
2012,12,300.0,27.573707570428844,110
2012,12,600.0,55.148666201569746,109
2012,12,900.0,80.66643162236869,108
2012,12,1200.0,106.7293366116623,107
2012,12,1500.0,128.95854340965886,106
2012,12,1800.0,148.3695304208473,105
2012,12,2100.0,169.63114664348146,104
2012,12,2400.0,187.15661916141946,103
2021,12,300.0,17.59464393298966,6
2021,12,600.0,35.82733026596425,5
2021,12,900.0,43.10263783203211,4
2021,12,1200.0,37.81160221010723,3
2021,12,1500.0,37.00121578857736,2
2021,12,1800.0,52.927681642634695,1
2024,72,300.0,9.450655501253495,53
2024,72,600.0,20.004106501397526,52
2024,72,900.0,30.509021373984552,51
2024,72,1200.0,41.46764671903066,50
2024,72,1500.0,54.77655710010383,49
2024,72,1800.0,64.93593327769996,48
2024,72,2100.0,74.5101706894281,47
2024,72,2400.0,86.78745038641829,46
2027,30,300.0,14.4876449614255,37
2027,30,600.0,26.865874633163294,36
2027,30,900.0,38.12529538424957,35
2027,30,1200.0,48.57916767086948,34
2027,30,1500.0,56.68579684735582,33
2027,30,1800.0,69.36601585115177,32
2027,30,2100.0,83.1296674031861,31
2027,30,2400.0,95.8297936296639,30
2030,72,300.0,11.431505575125277,23
2030,72,600.0,23.477244155877678,22
2030,72,900.0,35.38021526268858,21
2030,72,1200.0,50.03311262797145,20
2030,72,1500.0,69.43598477682504,19
2030,72,1800.0,87.23872703266808,18
2030,72,2100.0,106.68119491545404,17
2030,72,2400.0,123.62358911639798,16
2033,10,300.0,26.898022135455957,51
2033,10,600.0,54.38059733830637,50
2033,10,900.0,81.14222959851601,49
2033,10,1200.0,102.19439871575027,48
2033,10,1500.0,124.14638813222011,47
2033,10,1800.0,149.96827294302983,46
2033,10,2100.0,180.25838690657443,45
2033,10,2400.0,214.17570199194225,44
2034,26,300.0,17.6211544270275,42
2034,26,600.0,34.971578468025314,41
2034,26,900.0,49.06445612312375,40
2034,26,1200.0,66.45133320488098,39
2034,26,1500.0,86.55438327516846,38
2034,26,1800.0,106.01859819685829,37
2034,26,2100.0,129.6046170468222,36
2034,26,2400.0,144.63382705122493,35
2037,23,300.0,17.28954145272339,80
2037,23,600.0,31.958874950728635,79
2037,23,900.0,46.533494918198386,78
2037,23,1200.0,60.08409250186281,77
2037,23,1500.0,75.63972896913526,76
2037,23,1800.0,94.8125811223999,75
2037,23,2100.0,113.99261425031848,74
2037,23,2400.0,132.04524877149817,73
2038,36,300.0,13.72084388988629,15
2038,36,600.0,24.896351837356317,14
2038,36,900.0,35.94667963890971,13
2038,36,1200.0,46.83405886691071,12
2038,36,1500.0,62.78135763259082,11
2038,36,1800.0,82.80353422742502,10
2038,36,2100.0,98.27267131024905,9
2038,36,2400.0,116.17013143353742,8
2044,36,300.0,35.9749148104763,1
2047,36,300.0,18.92815029791441,5
2047,36,600.0,38.423429873562995,4
2047,36,900.0,61.49492445360414,3
2047,36,1200.0,60.86453870719522,2
2047,36,1500.0,35.807899429500864,1
2050,7,300.0,36.992742941927084,92
2050,7,600.0,71.44563555728115,91
2050,7,900.0,105.68704052433432,90
2050,7,1200.0,137.36318277361605,89
2050,7,1500.0,156.83448877384382,88
2050,7,1800.0,181.0387896542689,87
2050,7,2100.0,199.7035829115621,86
2050,7,2400.0,217.73771925647966,85
2051,12,300.0,30.419348580309318,55
2051,12,600.0,53.04793272706448,54
2051,12,900.0,83.51081682594602,53
2051,12,1200.0,113.46605558087025,52
2051,12,1500.0,136.02998541507705,51
2051,12,1800.0,158.26164787434953,50
2051,12,2100.0,181.07341117967914,49
2051,12,2400.0,208.9797074777201,48
2052,30,300.0,16.6491251448486,31
2052,30,600.0,36.126411117873914,30
2052,30,900.0,46.8687881093213,29
2052,30,1200.0,58.66137317952778,28
2052,30,1500.0,72.61691800064119,27
2052,30,1800.0,85.2857971205811,26
2052,30,2100.0,102.34126034192002,25
2052,30,2400.0,120.24056880752823,24
2057,72,300.0,12.452090685162892,29
2057,72,600.0,27.319577637036726,28
2057,72,900.0,40.515466618353244,27
2057,72,1200.0,52.6845140243969,26
2057,72,1500.0,62.541740646049945,25
2057,72,1800.0,66.3359209647429,24
2057,72,2100.0,75.2000771638458,23
2057,72,2400.0,79.94830382727088,22
2062,36,300.0,16.564830783643067,5
2062,36,600.0,37.17094959199675,4
2062,36,900.0,50.696939799068225,3
2062,36,1200.0,64.89574938427675,2
2062,36,1500.0,110.80418177423536,1
2065,7,300.0,30.169260977669058,5
2065,7,600.0,53.56163443395584,4
2065,7,900.0,111.29130366999591,3
2065,7,1200.0,145.9100940600785,2
2065,7,1500.0,205.76151156057114,1
2068,7,300.0,40.35646992878562,6
2068,7,600.0,77.77915305264415,5
2068,7,900.0,73.71062284324873,4
2068,7,1200.0,114.62646915323512,3
2068,7,1500.0,111.41736419193222,2
2068,7,1800.0,145.2568097514709,1
2071,72,300.0,10.403119163204346,17
2071,72,600.0,18.807525962467746,16
2071,72,900.0,22.73637681905351,15
2071,72,1200.0,23.330412798698287,14
2071,72,1500.0,25.21816470440138,13
2071,72,1800.0,32.620489612967525,12
2071,72,2100.0,32.042119941422236,11
2071,72,2400.0,33.4562872039815,10
2074,30,300.0,18.066507805247237,20
2074,30,600.0,26.171336920321686,19
2074,30,900.0,33.29183145534346,18
2074,30,1200.0,33.91682656252396,17
2074,30,1500.0,37.82811006177914,16
2074,30,1800.0,39.4259684374834,15
2074,30,2100.0,47.05314337999272,14
2074,30,2400.0,55.68600697246009,13
2077,36,300.0,19.076068731595136,20
2077,36,600.0,33.45389233278084,19
2077,36,900.0,47.17951076089044,18
2077,36,1200.0,57.35095848525393,17
2077,36,1500.0,65.35453681918959,16
